落泪,15.816259660202446,neg,2,v
解不懂,15.798206779727938,neg,3,v
大神,15.772763254541436,neg,2,n
傻眼,15.757365971148877,neg,2,n
吼吼,15.623664398911565,neg,2,v
醍醐灌顶,15.593544737010324,neg,4,i
挣扎,15.587440969706561,neg,2,v
难的,15.584266923422312,neg,2,a
难逃,15.584266923422312,neg,2,v
兴风作浪,15.584266923422312,neg,4,i
想不通,15.577296314738929,neg,3,l
依然,15.5282999742375,neg,2,d
搞不清楚,15.505250826694208,neg,4,l
去世,15.430316272230783,neg,2,t
压根,15.428289894399336,neg,2,n
不让,15.396802851463706,neg,2,v
被迫,15.385184518581399,neg,2,d
退不出,15.383169280449092,neg,3,v
乖乖,15.371474817529554,neg,2,d
哭哭,15.366385798107459,neg,2,v
算了算,15.322877769793989,neg,3,l
啥意思,15.211316013707277,neg,3,n
答案,15.162913465919857,neg,2,n
撸了,15.126071468773755,neg,2,n
雪上加霜,15.1201348746153,neg,4,i
笨蛋,15.044094166607145,neg,2,n
少,15.02338779354496,neg,1,a
测试,14.978732515320097,neg,2,vn
节省时间,14.804287018536373,neg,4,n
硬求,14.789295725820539,neg,2,n
到处,14.726089833676047,neg,2,d
沃日,14.687901961930985,neg,2,nz
既然,14.67442523900167,neg,2,c
遭受,14.584266923422312,neg,2,v
幼小,14.584266923422312,neg,2,n
超时,14.568789094495806,neg,2,b
天下第一,14.523477910974604,neg,4,l
低阶,14.50043533261884,neg,2,n
这么久,14.447941354773132,neg,3,r
一不小心,14.389105874607548,neg,4,l
妥协,14.383169280449096,neg,2,v
卡着,14.374258226541697,neg,2,n
阿,14.30101295741852,neg,1,j
这啥,14.170874676348935,neg,2,r
时至今日,14.156673252276375,neg,4,l
好歹,14.154753579610075,neg,2,n
水,14.14802405688631,neg,1,n
好笨,14.063309476722056,neg,2,a
哭,14.02606057005201,neg,1,v
怒吼,14.01916972852644,neg,2,v
谴责,13.999304422701158,neg,2,v
嗷,13.827054979764906,neg,1,o
很费脑,13.789941949813826,neg,3,l
一昧,13.757664116771428,neg,2,a
不懂,13.727837674622286,neg,2,d
寄,13.71349710840633,neg,1,v
真切,13.697241633639079,neg,2,a
热衷,13.697241633639079,neg,2,n
乍一看,13.679053730147185,neg,3,l
卧槽,13.625499808692906,neg,2,n
不是太好,13.593544737010324,neg,4,l
又臭又长,13.534404255243444,neg,4,l
刷爆,13.500435332618842,neg,2,v
看吐,13.426725646435832,neg,2,v
咋办,13.401901467477261,neg,2,v
众菜,13.395094037386722,neg,2,n
无知,13.395094037386722,neg,2,v
自叹不如,13.390697337251618,neg,4,l
没面子,13.383169280449092,neg,3,l
球球,13.352036242364386,neg,2,n
野生,13.342626617492586,neg,2,b
看不出,13.330129338244744,neg,3,v
伺候,13.3246767822097,neg,2,v
感激,13.282204134360233,neg,2,v
跟你急,13.282204134360233,neg,3,n
绝壁,13.213244279006783,neg,2,n
妄图,13.172701616050274,neg,2,v
为啥,13.158818737965571,neg,2,r
一两句话,13.137865253234132,neg,4,i
有夺笋,13.137865253234132,neg,3,i
撒子,13.137865253234132,neg,2,n
顶不住,13.121143388124565,neg,3,v
扣脚,13.047170733966416,neg,2,v
哈,13.021043307939564,neg,1,nr
啊啊啊,13.003783378542618,neg,3,nr
坑点,13.00247846898541,neg,2,n
悔恨,12.980056538107876,neg,2,v
贴上,12.980056538107876,neg,2,v
回家,12.979351236191656,neg,2,n
彻底,12.958546103214648,neg,2,ad
死去,12.915472831897686,neg,2,v
哪个,12.882564440502868,neg,2,r
求教,12.88208102928998,neg,2,nz
累,12.872278755426928,neg,1,a
报错,12.848527914202336,neg,2,v
无力感,12.833010671705715,neg,3,l
鬼,12.799142692828022,neg,1,n
怎么弄,12.798206779727938,neg,3,l
七零八落,12.798206779727938,neg,4,i
老菜,12.757664116771428,neg,2,n
但树特,12.757664116771428,neg,3,nr
哀叹,12.652438426063892,neg,2,v
疼,12.595979632622495,neg,1,v
还好,12.584296665031822,neg,2,v
救救,12.549507570692361,neg,2,v
作死,12.526261319986746,neg,2,v
无从下手,12.52096476713941,neg,4,l
卡住,12.480239828325905,neg,2,nr
拜拜,12.421936440516658,neg,2,ns
另辟蹊径,12.416692545784562,neg,4,l
傻狗,12.395094037386722,neg,2,n
尽量,12.353942891051036,neg,2,d
中规中矩,12.332237664287826,neg,4,l
高攀不起,12.33051033117653,neg,4,l
坑挺多,12.33051033117653,neg,3,l
惭愧,12.318013051928686,neg,2,a
可笑,12.283633606898178,neg,2,v
差评,12.282204134360233,neg,2,a
苟且,12.282204134360233,neg,2,nr
哭死了,12.204333225099385,neg,3,l
白刷题,12.204333225099385,neg,3,n
离谱,12.198006463759617,neg,2,n
炫技,11.999304422701158,neg,2,nz
差之毫厘,11.965486139039534,neg,4,i
熟练程度,11.915472831897688,neg,4,n
笨死了,11.867166635081391,neg,3,l
失之千里,11.813483045594484,neg,4,i
蒻,11.805470703276026,neg,1,zg
菜归菜,11.798206779727938,neg,3,n
顶得住,11.652438426063892,neg,3,v
改死,11.643558044152172,neg,2,v
凉,11.59812930680443,neg,1,v
难懂,11.592089628554065,neg,2,a
二话不说,11.550448639760692,neg,4,l
土狗,11.54523854019403,neg,2,n
紧张,11.467367630933177,neg,2,a
解决不了,11.46429337100177,neg,4,v
急中生智,11.450912966209774,neg,4,i
佩服,11.381552822085462,neg,2,v
坏人,11.357634188341954,neg,2,n
人呐,11.33051033117653,neg,2,n
不争气,11.33051033117653,neg,3,n
大家伙,11.325892951802473,neg,3,n
淦,11.31615557581766,neg,1,zg
昏头,11.228520544873327,neg,2,v
过到,11.228520544873327,neg,2,ug
能用,11.210618859661807,neg,2,v
确实,11.209188678293,neg,2,ad
空空,11.204333225099385,neg,2,n
马后炮,11.204333225099385,neg,3,nr
残缺,11.204333225099385,neg,2,a
看吧,11.1990719291599,neg,2,n
摄人心魄,11.172701616050274,neg,4,i
哭辣,11.172701616050274,neg,2,z
还过得去,11.172701616050274,neg,4,v
憎恨,11.172701616050274,neg,2,v
发楞,11.172701616050274,neg,2,v
事后诸葛亮,11.102989662789469,neg,5,l
才疏学浅,11.102989662789469,neg,4,i
很笨,11.068769242364256,neg,2,d
惊到,11.067475925342737,neg,2,v
打脸,11.067475925342737,neg,2,v
重复使用,11.063175849162686,neg,4,l
死记硬背,11.01916972852644,neg,4,l
超出范围,11.008582236289168,neg,4,n
逼疯,10.965486139039534,neg,2,v
我趣,10.965486139039534,neg,2,n
输不出,10.965486139039534,neg,3,v
人麻,10.965486139039534,neg,2,n
天理何在,10.965486139039534,neg,4,l
使不得,10.965486139039534,neg,3,v
跪拜,10.965486139039534,neg,2,v
哭腔,10.965486139039534,neg,2,n
慌张,10.965486139039534,neg,2,a
心酸,10.950309194713826,neg,2,n
豁然开朗,10.950281267428199,neg,4,i
问到,10.950209873172987,neg,2,n
怎么样,10.947980929378977,neg,3,r
哎,10.937162387451476,neg,1,e
费时,10.926944463214678,neg,2,n
懵,10.83588247271624,neg,1,l
尴尬,10.834211212127334,neg,2,a
老老实实,10.818596960090177,neg,4,z
想开,10.813483045594484,neg,2,v
搞不定,10.80697212199706,neg,3,v
靠谱,10.798206779727938,neg,2,v
毛钱,10.798206779727938,neg,2,n
违背,10.788590423904324,neg,2,v
瑟瑟,10.757664116771428,neg,2,z
架不住,10.750363324530742,neg,3,v
磕,10.713072848962312,neg,1,v
太大,10.713072848962312,neg,2,d
咬文嚼字,10.697241633639079,neg,4,l
无法解释,10.697241633639079,neg,4,n
基础薄弱,10.697241633639079,neg,4,l
能力差,10.697241633639079,neg,3,n
叽叽,10.697241633639079,neg,2,o
看了又看,10.697241633639079,neg,4,l
没对,10.697241633639079,neg,2,d
堵塞,10.697241633639079,neg,2,v
暴力,10.684980794996292,neg,2,n
烦,10.676131818805699,neg,1,v
最笨,10.672735336450206,neg,2,a
扯蛋,10.643558044152172,neg,2,v
相差不多,10.643558044152172,neg,4,l
蚌,10.643558044152172,neg,1,ns
哪样,10.643558044152172,neg,2,r
止损,10.643558044152172,neg,2,v
泥,10.643558044152172,neg,1,n
耸肩,10.643558044152172,neg,2,v
逼良为娼,10.643558044152172,neg,4,i
直逼,10.643558044152172,neg,2,v
跑分,10.643558044152172,neg,2,v
倒逼,10.643558044152172,neg,2,v
呲,10.643558044152172,neg,1,v
睡,10.636734414412606,neg,1,v
崩溃,10.629273818145922,neg,2,v
小小白,10.61937072437823,neg,3,nr
爆杀,10.61937072437823,neg,2,v
路过,10.59312591895945,neg,2,v
拔,10.58773911532912,neg,1,v
牛蛙,10.58773911532912,neg,2,n
晕死,10.587739115329116,neg,2,v
赞成,10.552902752512978,neg,2,v
意料之中,10.550448639760692,neg,4,l
草,10.52293318229714,neg,1,n
发抖,10.494629710937636,neg,2,v
模模糊糊,10.494629710937636,neg,4,z
铁,10.485044027109698,neg,1,n
可悲,10.483806741643102,neg,2,a
鸡儿,10.476278684840576,neg,2,n
劳烦,10.450912966209774,neg,2,a
肿,10.450912966209774,neg,1,n
写反,10.435736021884066,neg,2,v
硬着头皮,10.424212455760614,neg,4,l
嗖嗖,10.38052363831838,neg,2,o
避,10.38052363831838,neg,1,v
白搭,10.33051033117653,neg,2,nr
掉头发,10.33051033117653,neg,3,i
茫茫,10.33051033117653,neg,2,z
泪渍,10.33051033117653,neg,2,n
亲自动手,10.33051033117653,neg,4,n
不堪重负,10.33051033117653,neg,4,i
真既难,10.33051033117653,neg,3,i
强行,10.307852009641074,neg,2,v
暴打,10.307045725131704,neg,2,v
努力学习,10.282204134360233,neg,4,nr
震惊,10.249595452947807,neg,2,v
好久好久,10.239141660629898,neg,4,l
涨红了脸,10.22852054487333,neg,4,n
滴血,10.228520544873327,neg,2,n
阻塞状态,10.228520544873327,neg,4,n
干,10.219906523865955,neg,1,v
试一试,10.217476896339834,neg,3,v
忙活,10.213244279006783,neg,2,a
搞不清,10.213244279006783,neg,3,l
改错,10.204333225099385,neg,2,v
擅长,10.177663386645904,neg,2,v
换掉,10.174072760850951,neg,2,v
理所当然,10.172701616050274,neg,4,i
刚刷题,10.172701616050274,neg,3,n
折服,10.172701616050274,neg,2,v
爱生气,10.172701616050274,neg,3,n
焦虑,10.172701616050274,neg,2,a
枯,10.14708756844844,neg,1,n
秃,10.108117909840082,neg,1,a
一知半解,10.067475925342737,neg,4,i
唉,10.05887563411332,neg,1,zg
气急败坏,10.058595543431018,neg,4,i
蠢,10.025016855277054,neg,1,a
垃圾,10.007295680673138,neg,2,n
差一点,9.990851857670336,neg,3,d
伤神,9.965486139039534,neg,2,n
心痛,9.965486139039534,neg,2,n
都太牛,9.965486139039534,neg,3,nr
锤子,9.944475645746996,neg,2,n
拗口,9.915472831897684,neg,2,n
沉默,9.898844240921944,neg,2,a
哦,9.883462786885897,neg,1,zg
微笑,9.850773521162909,neg,2,vn
地狱,9.849244727084129,neg,2,n
超界,9.84508350400629,neg,2,n
咩,9.828009990647347,neg,1,zg
忽略不计,9.813483045594484,neg,4,l
减速,9.80415683755559,neg,2,v
忒,9.798206779727938,neg,1,d
过关,9.796083805854327,neg,2,v
真鸡儿,9.745547830455376,neg,3,nr
真是太,9.71799449129606,neg,3,nr
谢特,9.643558044152172,neg,2,nr
纳闷儿,9.58773911532912,neg,3,v
也罢,9.559738109889144,neg,2,y
贱,9.48251342462158,neg,1,a
想错,9.476278684840576,neg,2,v
颓,9.450912966209774,neg,1,n
卵用,9.450912966209774,neg,2,n
堕落,9.434207227805286,neg,2,v
计算错误,9.421165622815725,neg,4,n
哭泣,9.398626335444403,neg,2,v
丢脸,9.396978303041783,neg,2,v
愁,9.396978303041783,neg,1,v
蹩脚,9.38052363831838,neg,2,a
走不动,9.38052363831838,neg,3,l
水友,9.33051033117653,neg,2,n
弄懂,9.33051033117653,neg,2,v
大不了,9.32162994926481,neg,3,l
太弱,9.30868259388298,neg,2,a
愣,9.30186727650145,neg,1,v
败在,9.295634740731867,neg,2,v
抓狂,9.22852054487333,neg,2,v
反反复复,9.22852054487333,neg,4,l
血泪,9.22852054487333,neg,2,n
心塞,9.228520544873327,neg,2,n
灰心,9.228520544873327,neg,2,n
别搞,9.228520544873327,neg,2,v
何尝,9.228520544873327,neg,2,d
心力交瘁,9.228520544873327,neg,4,i
肿么,9.228520544873327,neg,2,v
干脆,9.218054089802584,neg,2,d
一窍不通,9.128984871322412,neg,4,i
闹,9.128984871322412,neg,1,v
弄死,9.128984871322412,neg,2,v
低分,9.112279132917925,neg,2,n
悖论,9.112279132917925,neg,2,n
晕,9.107974378029875,neg,1,v
帮帮忙,9.102989662789469,neg,3,l
幡然醒悟,9.058595543431018,neg,4,l
太卷,9.034408223657072,neg,2,n
想破,9.034408223657072,neg,2,v
挂,9.030821998316629,neg,1,v
喔,9.008582236289168,neg,1,e
退钱,8.965486139039534,neg,2,v
裂开来,8.965486139039534,neg,3,v
毛病,8.961799519963142,neg,2,n
危险,8.933064661347156,neg,2,an
大,8.918616167878845,neg,1,a
避开,8.889937739790547,neg,2,v
求过,8.850773521162912,neg,2,v
太烦,8.83620312209457,neg,2,a
绞尽脑汁,8.781061567902107,neg,4,i
救命,8.758642178303221,neg,2,vn
何苦,8.745547830455376,neg,2,d
不准,8.745547830455372,neg,2,v
鸟题,8.697241633639079,neg,2,n
多次重复,8.643558044152172,neg,4,l
感激不尽,8.643558044152172,neg,4,l
种瓜得瓜,8.643558044152172,neg,4,n
太卡,8.643558044152172,neg,2,ns
累么,8.643558044152172,neg,2,v
不自量力,8.643558044152172,neg,4,l
拼写错误,8.643558044152172,neg,4,n
一波猛如虎,8.643558044152172,neg,5,i
抱抱,8.643558044152172,neg,2,v
换作,8.643558044152172,neg,2,v
仇,8.643558044152172,neg,1,n
崩裂,8.643558044152172,neg,2,v
胡说,8.643558044152172,neg,2,nrfg
无一例外,8.643558044152172,neg,4,l
放肆,8.643558044152172,neg,2,d
心疾,8.643558044152172,neg,2,n
种豆得豆,8.643558044152172,neg,4,n
不负众望,8.643558044152172,neg,4,l
拼命,8.643558044152172,neg,2,v
耍赖,8.643558044152172,neg,2,v
再战,8.643558044152172,neg,2,v
荡气回肠,8.643558044152172,neg,4,i
猜中,8.63834794458551,neg,2,v
强迫症,8.61937072437823,neg,3,n
小学,8.616809139252126,neg,2,n
再来,8.611034668208228,neg,2,d
试一下,8.604029679965535,neg,3,n
跪求,8.58215749948803,neg,2,v
打死,8.575622829013064,neg,2,v
求问,8.562257867784714,neg,2,v
打扰,8.562125067727282,neg,2,v
没意思,8.479903979478536,neg,3,l
莽,8.42361973556801,neg,1,nr
小菜,8.41770261415361,neg,2,n
抑郁,8.38052363831838,neg,2,a
老实,8.378436304883282,neg,2,n
羞辱,8.375313538751717,neg,2,v
侥幸,8.365346693992672,neg,2,a
甚么,8.365346693992672,neg,2,r
读懂,8.347255083071186,neg,2,v
解释一下,8.34025454599282,neg,4,i
写写画画,8.33051033117653,neg,4,n
愿称,8.33051033117653,neg,2,v
不足,8.325892951802471,neg,2,a
刺激,8.32162994926481,neg,2,v
质疑,8.32162994926481,neg,2,v
没差,8.32162994926481,neg,2,v
无语,8.305817754958385,neg,2,v
坑,8.2772636831582,neg,1,n
难得,8.274400701524838,neg,2,d
死在,8.265046420898443,neg,2,v
真菜,8.06921665918759,neg,2,n
博大精深,8.008582236289168,neg,4,nr
草泥马,8.008582236289168,neg,3,n
帮帮我,7.965486139039534,neg,3,n
纠错,7.906592449985965,neg,2,v
嘲笑,7.906592449985965,neg,2,v
好累,7.906592449985965,neg,2,a
醉,7.906079468944643,neg,1,v
分开,7.890027861724619,neg,2,v
不能不要,7.889886711581477,neg,4,l
无用功,7.889886711581477,neg,3,l
保姆,7.889886711581477,neg,2,nrt
不妨,7.885725488503635,neg,2,v
害得,7.86595046548862,neg,2,v
迷惑,7.863263348561063,neg,2,v
感人,7.850773521162912,neg,2,n
满脑子,7.795561137597222,neg,3,l
删,7.788895929574302,neg,1,v
不好意思,7.761063213187951,neg,4,a
弱者,7.745547830455376,neg,2,n
做不了,7.697241633639079,neg,3,v
不必,7.684431845987357,neg,2,d
哼,7.682419301444996,neg,1,v
滑不动,7.643558044152172,neg,3,l
用暴,7.643558044152172,neg,2,p
哼哧,7.643558044152172,neg,2,o
白送,7.643558044152172,neg,2,nr
不出所料,7.643558044152172,neg,4,i
慢死,7.643558044152172,neg,2,d
自暴自弃,7.643558044152172,neg,4,i
麻蛋,7.643558044152172,neg,2,n
狗贼,7.643558044152172,neg,2,n
渣,7.630070613035436,neg,1,nt
猛,7.622547550859634,neg,1,d
牛马,7.61937072437823,neg,2,nr
新手村,7.58773911532912,neg,3,nz
诡异,7.544022370601255,neg,2,a
凉凉,7.527316632196767,neg,2,a
熬夜,7.523155409118928,neg,2,v
抱怨,7.523155409118928,neg,2,v
耗尽,7.47363304270986,neg,2,v
难不成,7.421165622815725,neg,3,v
噗,7.401844642732161,neg,1,zg
降到,7.3996324612660835,neg,2,v
辣鸡,7.386480192626109,neg,2,n
狗屁,7.375313538751717,neg,2,n
恨,7.237810015001783,neg,1,v
啊,7.201976538457913,neg,1,zg
麻烦,7.1919942511948065,neg,2,an
特么,7.074573931017024,neg,2,d
巨长,6.943118326011081,neg,2,n
好烦,6.9357691024547385,neg,2,a
惊呆,6.878023297789195,neg,2,v
为难,6.871078712539234,neg,2,v
逗我,6.795561137597222,neg,2,v
真难,6.789645736114343,neg,2,d
爆,6.674599796985696,neg,1,v
溢出,6.6349513642888045,neg,2,v
老铁,6.592931971082201,neg,2,n
很慢,6.589110260129795,neg,2,zg
问号,6.556095202901833,neg,2,n
吭哧,6.556095202901833,neg,2,o
麻麻,6.523155409118928,neg,2,n
没想通,6.523155409118928,neg,3,l
万恶,6.47363304270986,neg,2,n
呵呵,6.459133473014745,neg,2,v
期待,6.450912966209774,neg,2,v
硬是,6.4353324447681945,neg,2,d
奇葩,6.4261695967481405,neg,2,n
琢磨,6.425812686300054,neg,2,v
不难理解,6.4236197355680105,neg,4,l
病,6.365318766707045,neg,1,n
真不知道,6.33051033117653,neg,4,i
真傻,6.3216299492648105,neg,2,a
玩转,6.3216299492648105,neg,2,v
记不清,6.3216299492648105,neg,3,l
猪脑子,6.3216299492648105,neg,3,n
减半,6.3216299492648105,neg,2,v
兴趣,6.321629949264809,neg,2,n
中间状态,6.321629949264807,neg,4,n
萌新,6.299326138950754,neg,2,v
翻来覆去,6.284889237820925,neg,4,i
惨,6.265046420898443,neg,1,a
阵亡,6.184126425514876,neg,2,v
丢人,6.183613444473556,neg,2,v
太慢,6.1678246131857755,neg,2,a
评评理,6.058595543431018,neg,3,n
不幸,6.058595543431018,neg,2,a
诶,6.026242055441431,neg,1,e
临界,5.999701854377449,neg,2,b
最早,5.999701854377449,neg,2,d
不敢,5.997077016538199,neg,2,d
飘过,5.995382620625941,neg,2,v
呼呼,5.917511711365089,neg,2,v
呼,5.917511711365089,neg,1,zg
傻傻,5.83620312209457,neg,2,v
吧唧,5.83620312209457,neg,2,o
吃力,5.83620312209457,neg,2,n
硬核,5.83620312209457,neg,2,n
抄过来,5.83620312209457,neg,3,l
汗,5.825457619183629,neg,1,zg
迷茫,5.822620149821644,neg,2,z
暴击,5.7803562659858905,neg,2,v
神马,5.643558044152172,neg,2,n
困惑,5.60977879238874,neg,2,a
疑惑,5.561763952988526,neg,2,v
滑稽,5.517321860152093,neg,2,a
不过关,5.410420119904783,neg,3,l
弱弱,5.3216299492648105,neg,2,a
爆破,5.3216299492648105,neg,2,v
遇到困难,5.3140320578284275,neg,4,i
真不容易,5.300917601594824,neg,4,l
操蛋,5.058595543431018,neg,2,v
恶心,4.945920512147222,neg,2,n
挺不错,4.943118326011081,neg,3,i
笨办法,4.662088689971068,neg,3,n
别有洞天,4.612022727187652,neg,4,i
搞笑,4.54255790752455,neg,2,v
求助,4.517449275002349,neg,2,v
弱智,4.507417074759063,neg,2,n
百思不得其解,4.472213747837813,neg,6,i
罪过,4.470842603037136,neg,2,n
抠,4.470842603037136,neg,1,v
吓到,4.45872631672108,neg,2,v
硬算,4.395630530708587,neg,2,n
无情,4.395630530708587,neg,2,n
只不过,4.348000262374436,neg,3,c
乱写,4.300917601594824,neg,2,v
压力,4.280059976180034,neg,2,n
郁闷,4.251240621373412,neg,2,a
粗糙,4.251240621373412,neg,2,a
倒腾,4.251240621373412,neg,2,v
丑,4.129017677704173,neg,1,a
疯,3.9416990311390343,neg,1,v
愚蠢,3.8886705419887058,neg,2,a
最蠢,3.8362031220945703,neg,2,a
做错,3.825457619183629,neg,2,v
嘻嘻,3.7806544116084417,neg,2,z
哪门子,3.771774029696722,neg,3,l
气死,3.7366674485436544,neg,2,n
没想到,3.704574058174444,neg,3,l
怼,3.6893617337652973,neg,1,g
磕磕绊绊,3.6811187380575277,neg,4,z
最差,3.6462431476128643,neg,2,a
试探,3.6197709362516726,neg,2,vn
蚌埠,3.579128951754324,neg,2,ns
妈蛋,3.579128951754324,neg,2,n
折磨,3.557319928084013,neg,2,v
绕晕,3.45872631672108,neg,2,v
难搞,3.45872631672108,neg,2,a
搓,3.434104678523223,neg,1,v
煞笔,3.410420119904783,neg,2,n
严重,3.3567365304178782,neg,2,a
奶奶,3.3567365304178765,neg,2,n
讨厌,3.3297658016317904,neg,2,v
脑瘫,3.300917601594824,neg,2,n
无法,3.2232693884102552,neg,2,n
牛,3.1862216684537508,neg,1,n
乌鱼子,3.043688817442238,neg,3,nr
佛,2.960404203741499,neg,1,n
不能,2.9496655217905428,neg,2,v
没辙,2.9416990311390343,neg,2,v
蒙,2.905072666212126,neg,1,v
稀里糊涂,2.882028645914035,neg,4,z
唬人,2.8737638159999257,neg,2,v
嗯,2.869915556501013,neg,1,e
瞎,2.831037120253715,neg,1,v
差劲,2.825457619183629,neg,2,n
攻击,2.74758670992278,neg,2,v
笨,2.65126100345125,neg,1,zg
废,2.6457884690585516,neg,1,v
开玩笑,2.4885744386447985,neg,3,v
痛苦,2.472790633566614,neg,2,an
糖,2.4587263167210818,neg,1,zg
计算器,2.45872631672108,neg,3,n
爬,2.45872631672108,neg,1,v
前两天,2.45872631672108,neg,3,i
欺负,2.4580800927277924,neg,2,v
亏,2.4248255202600486,neg,1,v
单纯,2.422804261367805,neg,2,a
摆,2.410420119904783,neg,1,v
